Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/Name/zSMBriefing_Space02=zSMBriefing_Space02 /// zSMBriefing_Space02
Conversation/Name/zSMBriefing_Zerus01=zSMBriefing_Zerus01 /// zSMBriefing_Zerus01
Conversation/Name/zTest=zTest /// zTest
Conversation/Name/zUnit_EggMonsterSplit1=zUnit_ZergTunneller /// zUnit_ZergTunneller
Conversation/Name/zUnit_EggMonsterSplit2=zUnit_ZergCarrion /// zUnit_ZergCarrion
Conversation/Name/zUnit_HeroDehaka=zUnit_HeroDehaka /// zUnit_HeroDehaka
Conversation/Name/zUnit_HeroKerriganGhost=zUnit_HeroKerrigan /// zUnit_HeroKerrigan
Conversation/Name/zUnit_HeroQueen=zUnit_HeroNiadra /// zUnit_HeroNiadra
Conversation/Name/zUnit_HeroStukov=zUnit_HeroStukov /// zUnit_HeroStukov
Conversation/Name/zUnit_HeroZagara=zUnit_HeroZagara /// zUnit_HeroZagara
Conversation/Name/zUnit_MutaliskSplit1=zUnit_ZergViper /// zUnit_ZergViper
Conversation/Name/zUnit_NeutralYeti=zUnit_NeutralYeti /// zUnit_NeutralYeti
Conversation/Name/zUnit_PrimalCrusher=zUnit_PrimalPrimalgor /// zUnit_PrimalPrimalgor
Conversation/Name/zUnit_PrimalRipper=zUnit_PrimalPrimeling /// zUnit_PrimalPrimeling
Conversation/Name/zUnit_PrimalScreamer=zUnit_PrimalPrime'azor /// zUnit_PrimalPrime'azor
Conversation/Name/zUnit_PrimalShredder=zUnit_PrimalPrime'lisk /// zUnit_PrimalPrime'lisk
Conversation/Name/zUnit_ProtossAreaDenial=zUnit_ProtossShredder /// zUnit_ProtossShredder
Conversation/Name/zUnit_ProtossCarrierShip=zUnit_ProtossTempest /// zUnit_ProtossTempest
Conversation/Name/zUnit_ProtossChangeling=zUnit_ProtossReplicant /// zUnit_ProtossReplicant
Conversation/Name/zUnit_ProtossFlyingCaster=zUnit_ProtossOracle /// zUnit_ProtossOracle
Conversation/Name/zUnit_RoachSplit1=zUnit_ZergCorpser /// zUnit_ZergCorpser
Conversation/Name/zUnit_TacFighter=zUnit_TacFighter /// zUnit_TacFighter
Conversation/Name/zUnit_TerranHellion2=zUnit_TerranHellionSiege /// zUnit_TerranHellionSiege
Conversation/Name/zUnit_TerranMercCommander=zUnit_TerranWarhound /// zUnit_TerranWarhound
Conversation/Name/zUnit_TerranOdin=zUnit_TerranOdin /// zUnit_TerranOdin
Conversation/Name/zUnit_ZergEggMonster=zUnit_ZergSwarmHost /// zUnit_ZergSwarmHost
Conversation/UnknownConversation2/Group00001=Ambient Travel Reminder /// Ambient Travel Reminder
Conversation/UnknownConversation2/Line00001=我们的利维坦可在您的命令下离开这个星球。 /// Our leviathan is able to leave this world at your command.
Conversation/zBriefing_Char01/Group00001=查尔01 /// Char01
Conversation/zBriefing_Char01/Group00002=任务简述 /// Briefing
Conversation/zBriefing_Char01/Line00002=[Surprise 70]扎加拉的虫巢[/Surprise]坐落于查尔的酸性沼泽之中，杂乱无章。在那里，您储备了数百万虫卵以备[Serious]不时之需[/Serious]。 /// [Surprise 70]Zagara's brood[/Surprise] is currently huddled in Char's acid marsh, where you stored millions of eggs for [Serious]future use.[/Serious]
Conversation/zBriefing_Char01/Line00009=那我就去把这些虫卵收集起来，组建大军[Serious]消灭扎加拉[/Serious]。 /// Then I'll collect enough eggs to spawn an army and [Serious]destroy Zagara[/Serious].
Conversation/zBriefing_Char01/Line00016=那我就去把这些虫卵收集起来，组建大军[Serious]消灭扎加拉[/Serious]。 /// Then I'll collect enough eggs to spawn an army and [Serious]destroy Zagara[/Serious].
Conversation/zBriefing_Char01/Line00023=根据扎加拉巢群所在的位置来看，[Surprise 70]她[/Surprise]也在竭尽全力[Serious]收集虫卵[/Serious]。 /// From the location of her hive cluster, [Surprise 70]it appears[/Surprise] Zagara intends to gather [Serious]as many eggs[/Serious] as she can.
Conversation/zBriefing_Char01/Line00024=孵化池可以加速催化虫卵。[Surprise 70]我已经[/Surprise]把我们的巢群建立在一座这样的孵化池附近。 /// She can place them in a birthing pond to quicken. [Surprise 70]I have located[/Surprise] our hive cluster near one such pond.
Conversation/zBriefing_Char01/Line00025=她想建造一支军队。[Serious]但她怎么孵化那些虫卵呢？[/Serious] /// She's trying to build an army. [Serious]But how will she hatch the eggs?[/Serious]
Conversation/zBriefing_Char01/Line00026=她想建造一支军队。[Serious]但她怎么孵化那些虫卵呢？[/Serious] /// She's trying to build an army. [Serious]But how will she hatch the eggs?[/Serious]
Conversation/zBriefing_Char02/Comment00001=Panning across the landscape /// Panning across the landscape
Conversation/zBriefing_Char02/Comment00002=As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Charsweepers pass over them OBLITERATING them. /// As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Charsweepers pass over them OBLITERATING them.
Conversation/zBriefing_Char02/Comment00003=Fade back to "Current Day" image of the bone trench -- with bones everywhere! Pan past an inert scourge cannon... /// Fade back to "Current Day" image of the bone trench -- with bones everywhere! Pan past an inert scourge cannon...
Conversation/zBriefing_Char02/Comment00004=Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round... /// Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round...
Conversation/zBriefing_Char02/Comment00005=As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Gorgons pass over them OBLITERATING them. /// As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Gorgons pass over them OBLITERATING them.
Conversation/zBriefing_Char02/Comment00006=Fade back to "Current Day" image of the bone trench -- Pan past an inert scourge cannon... /// Fade back to "Current Day" image of the bone trench -- Pan past an inert scourge cannon...
Conversation/zBriefing_Char02/Comment00007=Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round... /// Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round...
Conversation/zBriefing_Char02/Group00001=Char02 /// Char02
Conversation/zBriefing_Char02/Group00002=OBSOLETE /// OBSOLETE
Conversation/zBriefing_Char02/Group00004=Briefing /// Briefing
Conversation/zBriefing_Char02/Line00001=亡骨壕沟。这是通往人类堡垒的唯一道路。 /// The bone trench. This is the only approach to the terran fortress.
Conversation/zBriefing_Char02/Line00002=也是你部队被屠杀的地方。 /// And it's where your brood got slaughtered.
Conversation/zBriefing_Char02/Line00003=较低的地势使我们容易遭受空袭。人类把戈尔贡级战列巡航舰也带来了。 /// The low ground left us vulnerable to aerial attack. The terrans brought their gorgon class Battlecruisers from the skies.
Conversation/zBriefing_Char02/Line00004=它们不停地轰炸我们。血流成河，虫尸遍野。把人类赶出查尔的希望也随之破灭。 /// They strafed us over and over. My brood bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00005=女王，我们应当尽快穿过壕沟，不要浪费时间和戈尔贡作战。 /// My queen, we should simply race through the trench, not waste time fighting gorgons.
Conversation/zBriefing_Char02/Line00006=等等，那些是爆蚊巢穴。它们可以用来对付戈尔贡级战列巡航舰……我们要做的，就是唤醒它们。 /// Wait, those are scourge nests. They could bring down a gorgon class battlecruiser... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00007=要是我们失败，虫群就将灭亡。你需要学会远见，扎加拉。运筹帷幄，不择手段。 /// And if we don't, the Swarm dies. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00008=如您所言。 /// As you say.
Conversation/zBriefing_Char02/Line00009=就在那里，你把我的部队派去送死。 /// And it's where you allowed my brood to be slaughtered.
Conversation/zBriefing_Char02/Line00010=如果我们能出其不意，穿过壕沟不会有太多损失。 /// If we surprise the terrans, we can make it through with acceptable losses.
Conversation/zBriefing_Char02/Line00011=它们苏醒了，那沃菲尔德的戈尔贡就交给它们了。很快我们就能夺回亡骨壕沟。 /// That will awaken them, and they'll take care of Warfield's gorgons. Then the bone trench will be ours.
Conversation/zBriefing_Char02/Line00012=我会建立巢群，然后逐渐把菌毯蔓延到沉睡的爆蚊巢穴边上。 /// I will establish a hive cluster, and then we will grow creep out to the dormant scourge nests.
Conversation/zBriefing_Char02/Line00013=看，那些是爆蚊巢穴。它们甚至能摧毁戈尔贡级战列巡航舰……我们要做的，就是唤醒它们。 /// There, those are scourge nests. They can destroy even a gorgon class battlecruiser... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00014=要是我们失败，虫群就将灭亡。你需要学会远见，扎加拉。运筹帷幄，不择手段。 /// And if we don't, the Swarm dies. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00015=我会建立巢群，然后逐渐把菌毯蔓延到沉睡的爆蚊巢穴边上。 /// I will establish a hive cluster, and then we will grow creep out to the dormant scourge nests.
Conversation/zBriefing_Char02/Line00016=它们苏醒了，那沃菲尔德的戈尔贡就交给它们了。很快我们就能夺回亡骨壕沟。 /// That will awaken them, and they'll take care of Warfield's gorgons. Then the bone trench will be ours.
Conversation/zBriefing_Char02/Line00017=它们一次次地轰炸我们。血流成河，虫尸遍野。把人类赶出查尔的希望也随之破灭。 /// They strafed us over and over. The Swarm bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00018=亡骨壕沟。这是通往人类堡垒的唯一道路。 /// The Bone Trench. This is the only approach to the terran fortress.
Conversation/zBriefing_Char02/Line00019=我之前也尝试过让我的虫巢部队穿过这里，但人类的戈尔贡级战列巡航舰从天而降。 /// I tried to bring my brood through here once before. The terrans brought their Gorgon battlecruisers from the skies.
Conversation/zBriefing_Char02/Line00020=它们不停地轰炸我们。血流成河，虫尸遍野。把人类赶出查尔的希望也随之破灭。 /// They strafed us over and over. My brood bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00021=[Surprise 90]等等，那些是爆蚊巢穴。[/Surprise]它们可以用来对付戈尔贡级战列巡航舰……我们要做的就是唤醒它们。 /// [Surprise 90]Wait, those are scourge nests[/Surprise]. They could bring down a Gorgon... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00022=[Surprise 90]等等，那些是爆蚊巢穴。[/Surprise]它们可以用来对付戈尔贡级战列巡航舰……我们要做的就是唤醒它们。 /// [Surprise 90]Wait, those are scourge nests[/Surprise]. They could bring down a Gorgon... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00023=女王，我们应当尽快穿过壕沟，不要浪费时间和戈尔贡作战。 /// My queen, we should simply race through the trench, not waste time fighting Gorgons.
Conversation/zBriefing_Char02/Line00024=如果我们能出其不意，穿过壕沟不会有太多损失。 /// If we surprise the terrans, we can make it through with acceptable losses.
Conversation/zBriefing_Char02/Line00025=要是我们失败，[Serious]虫群就将灭亡[/Serious]。你要学会有远见，扎加拉。运筹帷幄，不择手段。 /// And if we don't, [Serious]the Swarm dies[/Serious]. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00026=要是我们失败，[Serious]虫群就将灭亡[/Serious]。你要学会有远见，扎加拉。运筹帷幄，不择手段。 /// And if we don't, [Serious]the Swarm dies[/Serious]. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00027=我们可以利用菌毯肿瘤在爆蚊巢穴边上孵化肿瘤。当它苏醒时，沃菲尔德的戈尔贡就完了。 /// We can use this creep tumor to spawn a tumor near the scourge nest. Once it's awake, Warfield's Gorgon is done for.
Conversation/zBriefing_Char02/Line00028=我们可以利用菌毯肿瘤在爆蚊巢穴边上孵化肿瘤。当它苏醒时，沃菲尔德的戈尔贡就完了。 /// We can use this creep tumor to spawn a tumor near the scourge nest. Once it's awake, Warfield's Gorgon is done for.
Conversation/zBriefing_Char02/Line00029=阿巴瑟复活了我。这里是亡骨壕沟，是通往人类堡垒的唯一道路。 /// Abathur revived me for the battle. This is the Bone Trench, the only approach to the terran fortress.
Conversation/zBriefing_Char03/Comment00001=Show mineral fields /// Show mineral fields
Conversation/zBriefing_Char03/Comment00002=Pan to worm location -- worm sprouts. /// Pan to worm location -- worm sprouts.
Conversation/zBriefing_Char03/Comment00003=Show orbital relay /// Show orbital relay
Conversation/zBriefing_Char03/Comment00004=Pan to worm location -- worm sprouts. /// Pan to worm location -- worm sprouts.
Conversation/zBriefing_Char03/Comment00005=-- /// --
Conversation/zBriefing_Char03/Comment00006=Suggested lines below. /// Suggested lines below.
Conversation/zBriefing_Char03/Comment00007= It will make the briefing longer, but avoid the scenario where the player keeps reloading because they thought they were supposed to beat the map before the timer: ///  It will make the briefing longer, but avoid the scenario where the player keeps reloading because they thought they were supposed to beat the map before the timer:
Conversation/zBriefing_Char03/Group00001=Char03 /// Char03
Conversation/zBriefing_Char03/Group00002=OBSOLETE /// OBSOLETE
Conversation/zBriefing_Char03/Group00003=OBSOLETE /// OBSOLETE
Conversation/zBriefing_Char03/Group00004=Briefing /// Briefing
Conversation/zBriefing_Char03/Group00005=To Consider /// To Consider
Conversation/zBriefing_Char03/Line00001=我们不断战斗，都是为了这一刻。在黑夜降临之前，人类将被逐出查尔。 /// Everything we've fought for here comes to this. The humans will be gone from Char by nightfall.
Conversation/zBriefing_Char03/Line00002=我已经重新建立了虫道网络。您可以在任意两个坑道虫之间运输虫群大军了。 /// I have re-established the nydus network. You can transport your Swarm between any two nydus worms.
Conversation/zBriefing_Char03/Line00003=在沃菲尔德基地的两翼都放下坑道虫。 /// Place worms on both of Warfield's flanks.
Conversation/zBriefing_Char03/Line00004=只要摧毁其中一个，就能打残他。我们动手开始摧垮堡垒吧。 /// If I destroy either, it will cripple him. Now let's crack this fortress.
Conversation/zBriefing_Char03/Line00005=完成了，女王。 /// Done, my queen.
Conversation/zBriefing_Char03/Line00006=何必理睬矿场和中继站呢？我们直冲大门吧！ /// Why bother with minerals and relays? Let us storm the gates!
Conversation/zBriefing_Char03/Line00007=兄弟们，凯瑞甘带着虫子往高地来了。她这是自投罗网。 /// Men, Kerrigan's got her swarm up on the plateau. She walked right into our trap.
Conversation/zBriefing_Char03/Line00008=派些跳虫去摧毁那些泵。把它们全部消灭！ /// Get zerglings to those pump relays. Bring them down now!
Conversation/zBriefing_Char03/Line00009=沃菲尔德将军的工程师不久就会修好熔岩泵。 /// General Warfield's engineers will have the lava pumps working again in a few moments.
Conversation/zBriefing_Char03/Line00010=摧毁堡垒，我用过更短的时间。前进！ /// I've cracked fortresses in less time. Forward!
Conversation/zBriefing_Char03/Line00011=启动熔岩泵，把她冲回地狱老家去！ /// Activate the lava pumps, and flood her back to the hell she crawled out of!
Conversation/zBriefing_Char03/Line00012=熔岩泵坏了！快让工程师去修！ /// The lava pumps are down! Get the engineers on it!
Conversation/zBriefing_Char03/Line00013=我要一个放在他的主要矿场后方。 /// I want one behind his primary mineral fields.
Conversation/zBriefing_Char03/Line00014=另一个放在他用来呼叫战列巡航舰的轨道中继站附近。 /// Put the other near the orbital relay he uses to call in his battlecruisers.
Conversation/zBriefing_Char03/Line00015=我们不断战斗，都是为了这一刻。在黑夜降临之前，人类将被逐出查尔。 /// Everything we've fought for here comes to this. The humans will be gone from Char by nightfall.
Conversation/zBriefing_Char03/Line00016=在沃菲尔德基地的两翼都放下坑道虫。 /// Place worms on both of Warfield's flanks.
Conversation/zBriefing_Char03/Line00017=我要一个放在他的主要矿场后方。 /// I want one behind his primary mineral fields.
Conversation/zBriefing_Char03/Line00018=另一个放在他用来呼叫战列巡航舰的轨道中继站附近。 /// Put the other near the orbital relay he uses to call in his battlecruisers.
Conversation/zBriefing_Char03/Line00019=只要摧毁其中一个，就能打残他。我们动手开始摧垮堡垒吧。 /// If I destroy either, it will cripple him. Now let's crack this fortress.
Conversation/zBriefing_Char03/Line00020=派些跳虫去摧毁那些泵。把它们全部消灭！ /// Get zerglings to those pump relays. Bring them down now!
Conversation/zBriefing_Char03/Line00021=摧毁堡垒，我用过更短的时间。前进！ /// I've cracked fortresses in less time. Forward!
Conversation/zBriefing_Char03/Line00022=我们不断战斗，都是为了这一刻。 /// Everything we've fought for here comes to this.
Conversation/zBriefing_Char03/Line00023=女王，沃菲尔德将军拥有许多聚变装置。他会都拿来对付您的。 /// My queen, General Warfield has many nuclear devices. He will use all of them on you.
Conversation/zBriefing_Char03/Line00024=不出所料，我们得速战速决。让我们摧垮那座堡垒。 /// No surprise there. We need to hit him fast. Let's crack this fortress.
Conversation/zBriefing_Char03/Line00025=好消息，我已经重新建立了虫道网络。您可以在任意两个坑道虫之间运输虫群大军了。 /// Fortunately, I have re-established the nydus network. You can transport your Swarm between any two nydus worms.
Conversation/zBriefing_Char03/Line00026=那我们开始动手摧垮堡垒吧。 /// Then let's crack this fortress.
Conversation/zBriefing_Char03/Line00027=我们不断战斗，都是为了这一刻。 /// Everything we've fought for here comes to this.
Conversation/zBriefing_Char03/Line00028=不出所料，我们得速战速决。让我们摧垮那座堡垒。 /// No surprise there. We need to hit him fast. Let's crack this fortress.
Conversation/zBriefing_Char03/Line00029=那我们开始动手摧垮堡垒吧。 /// Then let's crack this fortress.
Conversation/zBriefing_Char03/Line00030=女王，我复活了。沃菲尔德将军拥有许多聚变装置，他会用它们来对付你的。 /// My queen, I am revived for the fight. General Warfield has many nuclear devices and he will use all of them on you.
Conversation/zBriefing_Char03/Line00031=我必须得到那里的控制权，即使这意味着要把沃菲尔德的堡垒一块一块都拆掉。 /// I must reach those controls, even if that means tearing down Warfield's fortress brick by brick.
Conversation/zBriefing_Char03/Line00032=我可从旁协助。瞧瞧我们的畸变体！它们能够轻易粉碎人类那可怜的装甲。 /// I can assist. Behold our aberrations! They will easily tear through pathetic terran armors.
Conversation/zBriefing_Char03/Line00033=我必须得到那里的控制权，即使这意味着要把沃菲尔德的堡垒一块一块都拆掉。 /// I must reach those controls, even if that means tearing down Warfield's fortress brick by brick.
Conversation/zBriefing_Char03/Line00036=那我们开始动手摧垮堡垒吧。 /// Then let's crack this fortress.
Conversation/zBriefing_Char03/Line00037=沃菲尔德将军已经收起了通往堡垒的桥梁。 /// General Warfield has retracted the bridge leading to the keep.
Conversation/zBriefing_Char03/Line00038=女王，我复活了。沃菲尔德将军已经收起了通往堡垒的桥梁。 /// My queen, I am revived for the fight. General Warfield has retracted the bridge leading to the keep.
